pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_facility,disc_telescope,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,glat,glon,sy_dist,sy_disterr1,sy_disterr2
HATS-17 b,HATS-17,b,1,1,Transit,2016,2016-04,HATSouth,0.18 m Takahashi Epsilon Astrograph,8.709,0.628,-0.628,0,425.25654,20.65895,-20.65895,0,3.500000,0.850000,-0.510000,0,814,25,-25,0,89.080,0.260,-0.260,0,G V,5846.00,78.00,-78.00,0,1.09,0.07,-0.05,0,1.13,0.03,-0.03,0,0.093,0.056,-0.064,0,15.25563,302.46383,400.3310000,10.2280000,-9.7400000
HATS-18 b,HATS-18,b,1,1,Transit,2016,2016-11,Multiple Observatories,Multiple Telescopes,14.897,0.841,-0.841,0,629.14449,24.15508,-24.15508,0,1.116900,0.216000,-0.216000,0,2069,45,-45,0,85.290,0.013,-0.013,0,G V,5600.00,120.00,-120.00,0,1.02,0.06,-0.03,0,1.04,0.05,-0.05,0,-0.032,0.057,-0.065,0,30.87451,283.68658,624.3680000,16.1470000,-15.3660000
HATS-2 b,HATS-2,b,1,1,Transit,2013,2013-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,13.092,0.336,-0.336,0,427.46300,47.67200,-47.67200,0,1.050000,0.140000,-0.140000,0,1577,31,-31,0,87.200,0.700,-0.700,0,K,5227.00,95.00,-95.00,0,0.90,0.02,-0.02,0,0.88,0.04,-0.04,0,-0.268,0.046,-0.051,0,37.92210,283.96382,341.9250000,3.6740000,-3.5980000
HATS-22 b,HATS-22,b,1,1,Transit,2017,2017-06,HATSouth,Multiple Telescopes,10.682,0.538,-0.325,0,870.85420,34.96130,-34.96130,0,3.890000,0.450000,-0.450000,0,858,24,-17,0,87.960,0.210,-0.210,0,K V,4803.00,55.00,-55.00,0,0.69,0.03,-0.02,0,0.76,0.02,-0.02,0,-0.646,0.047,-0.040,0,30.52487,283.88751,229.5180000,1.6120000,-1.5900000
HATS-23 b,HATS-23,b,1,1,Transit,2017,2017-06,HATSouth,Multiple Telescopes,20.849,3.363,-4.484,0,467.21010,22.88376,-22.88376,0,0.290000,0.300000,-0.100000,0,1654,54,-54,0,81.020,0.930,-0.620,0,G V,5780.00,120.00,-120.00,0,1.20,0.06,-0.08,0,1.12,0.05,-0.05,0,0.155,0.062,-0.073,0,-22.61865,346.88498,639.0040000,9.6090000,-9.3340000
HATS-24 b,HATS-24,b,1,1,Transit,2017,2017-06,HATSouth,Multiple Telescopes,15.637,0.639,-0.639,0,718.29580,54.03110,-54.03110,0,1.030000,0.150000,-0.150000,0,2166,53,-53,0,85.970,0.230,-0.280,0,F V,6125.00,94.00,-94.00,0,1.12,0.04,-0.05,0,1.07,0.03,-0.05,0,0.190,0.021,-0.021,0,-17.45562,331.71770,494.1820000,12.4680000,-11.8800000
HATS-25 b,HATS-25,b,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,14.123,1.121,-1.121,0,194.82979,13.34886,-13.34886,0,0.380000,0.100000,-0.100000,0,1277,42,-42,0,86.930,0.710,-0.710,0,G,5715.00,73.00,-73.00,0,1.11,0.07,-0.07,0,0.99,0.04,-0.04,0,0.068,0.059,-0.068,0,37.05770,320.25244,471.1580000,9.1250000,-8.7900000
HATS-26 b,HATS-26,b,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,19.616,2.354,-2.354,0,206.58950,24.15508,-24.15508,0,0.153000,0.042000,-0.042000,0,1918,61,-61,0,86.200,1.900,-1.900,0,F,6071.00,81.00,-81.00,0,2.04,0.15,-0.11,0,1.30,0.11,-0.06,0,0.704,0.071,-0.059,0,17.78428,259.72931,861.8430000,25.2180000,-23.8470000
HATS-27 b,HATS-27,b,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,16.814,2.242,-1.233,0,168.44990,41.31790,-41.31790,0,0.180000,0.083000,-0.057000,0,1659,66,-46,0,87.300,1.300,-1.300,0,F,6438.00,64.00,-64.00,0,1.74,0.17,-0.10,0,1.42,0.05,-0.05,0,0.669,0.078,-0.058,0,16.28136,303.42806,816.9880000,41.0720000,-37.3810000
HATS-28 b,HATS-28,b,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,13.384,0.785,-0.785,0,213.58176,27.65121,-27.65121,0,0.480000,0.110000,-0.110000,0,1253,35,-35,0,86.170,0.420,-0.420,0,G,5498.00,84.00,-84.00,0,0.92,0.04,-0.04,0,0.93,0.04,-0.04,0,-0.157,0.049,-0.056,0,-21.13143,347.45078,535.3830000,7.9260000,-7.7030000
HATS-29 b,HATS-29,b,1,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,14.022,0.684,-0.684,0,207.54299,20.02329,-20.02329,0,0.411000,0.060000,-0.060000,0,1212,30,-30,0,87.370,0.340,-0.340,0,G,5670.00,110.00,-110.00,0,1.07,0.04,-0.04,0,1.03,0.05,-0.05,0,0.029,0.050,-0.056,0,-23.14200,341.61040,353.8910000,4.9860000,-4.8520000
HATS-3 b,HATS-3,b,1,1,Transit,2013,2013-11,HATSouth,0.18 m Takahashi Epsilon Astrograph,15.480,0.392,-0.392,0,340.38200,43.22300,-43.22300,0,0.510000,0.070000,-0.070000,0,1648,24,-24,0,86.200,0.300,-0.300,0,F,6351.00,76.00,-76.00,0,1.40,0.03,-0.03,0,1.21,0.04,-0.04,0,0.456,0.031,-0.033,0,-36.07191,21.29696,411.2110000,7.8960000,-7.6080000
HATS-30 b,HATS-30,b,2,1,Transit,2016,2016-10,HATSouth,0.18 m Takahashi Epsilon Astrograph,13.171,0.583,-0.583,0,224.38798,12.39537,-12.39537,0,0.543000,0.076000,-0.076000,0,1414,32,-32,0,86.840,0.480,-0.480,0,G,5943.00,70.00,-70.00,0,1.06,0.04,-0.04,0,1.09,0.03,-0.03,0,0.097,0.040,-0.044,0,-56.81169,309.55456,342.1400000,2.9360000,-2.8880000
HATS-31 b,HATS-31,b,1,1,Transit,2016,2016-12,HATSouth,0.18 m Takahashi Epsilon Astrograph,18.383,2.466,-2.466,0,279.69040,38.13960,-38.13960,0,0.243000,0.124000,-0.088000,0,1823,81,-81,0,85.000,2.500,-1.600,0,,6050.00,120.00,-120.00,0,1.87,0.18,-0.18,0,1.28,0.10,-0.10,0,0.619,0.089,-0.113,0,38.43228,301.58750,773.9740000,20.3170000,-19.3210000
HATS-32 b,HATS-32,b,1,1,Transit,2016,2016-12,HATSouth,0.18 m Takahashi Epsilon Astrograph,14.000,1.614,-1.076,0,292.40360,31.78300,-31.78300,0,0.580000,0.160000,-0.160000,0,1437,58,-58,0,87.100,1.200,-1.200,0,,5700.00,110.00,-110.00,0,1.10,0.10,-0.06,0,1.10,0.04,-0.04,0,0.057,0.083,-0.075,0,-64.93107,40.58713,745.1160000,17.5030000,-16.7310000
HATS-33 b,HATS-33,b,1,1,Transit,2016,2016-12,HATSouth,0.18 m Takahashi Epsilon Astrograph,13.787,1.255,-0.908,0,378.85336,16.84499,-16.84499,0,0.790000,0.190000,-0.190000,0,1429,38,-38,0,87.620,0.920,-0.920,0,,5659.00,85.00,-85.00,0,1.02,0.05,-0.04,0,1.06,0.03,-0.03,0,-0.018,0.051,-0.058,0,-28.57624,342.28699,248.4600000,2.1640000,-2.1270000
HATS-34 b,HATS-34,b,1,1,Transit,2016,2016-12,HATSouth,0.18 m Takahashi Epsilon Astrograph,16.029,2.130,-2.130,0,299.07803,22.88376,-22.88376,0,0.400000,0.190000,-0.130000,0,1445,42,-42,0,82.280,0.430,-0.590,0,,5380.00,73.00,-73.00,0,0.98,0.05,-0.05,0,0.96,0.03,-0.03,0,-0.140,0.050,-0.057,0,-53.76568,312.35473,508.8420000,3.8960000,-3.8960000
HATS-35 b,HATS-35,b,1,1,Transit,2016,2016-12,HATSouth,0.18 m Takahashi Epsilon Astrograph,16.410,0.773,-0.493,0,388.38826,24.79074,-24.79074,0,0.484000,0.042000,-0.070000,0,2037,43,-43,0,86.900,1.300,-1.300,0,,6300.00,100.00,-100.00,0,1.43,0.06,-0.04,0,1.32,0.04,-0.04,0,0.465,0.044,-0.049,0,-30.19930,332.94170,514.5550000,10.1990000,-9.8170000
HATS-36 b,HATS-36,b,1,1,Transit,2018,2018-03,HATSouth,0.18 m Takahashi Epsilon Astrograph,12.920,0.380,-0.380,0,1022.14128,19.70546,-19.70546,0,2.120000,0.200000,-0.200000,0,1203,25,-24,0,87.610,0.230,-0.230,0,G0 V,5950.00,83.00,-83.00,0,1.10,0.03,-0.03,0,1.10,0.04,-0.04,0,0.215,0.043,-0.048,0,-17.59239,15.35677,856.4360000,21.8740000,-20.8290000
HATS-37 A b,HATS-37 A,b,2,1,Transit,2020,2020-11,HATSouth,0.18 m Takahashi Epsilon Astrograph,6.793,0.179,-0.179,0,31.46517,13.34886,-13.34886,0,0.550000,0.240000,-0.240000,0,1085,16,-12,0,89.330,0.450,-0.450,0,,5326.00,44.00,-44.00,0,0.88,0.02,-0.01,0,0.84,0.02,-0.01,0,-0.256,0.029,-0.022,0,39.43782,311.21577,211.8960000,2.8030000,-2.7330000
HATS-38 b,HATS-38,b,1,1,Transit,2020,2020-11,HATSouth,0.18 m Takahashi Epsilon Astrograph,6.882,0.191,-0.191,0,23.51942,3.49613,-3.49613,0,0.403000,0.071000,-0.071000,0,1294,10,-10,0,87.210,0.180,-0.180,0,,5732.00,25.00,-25.00,0,1.10,0.02,-0.02,0,0.89,0.02,-0.01,0,0.072,0.013,-0.014,0,25.74431,264.16473,343.5250000,5.1220000,-4.9760000
HATS-39 b,HATS-39,b,1,1,Transit,2018,2018-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,17.598,1.345,-1.345,0,200.23290,41.31790,-41.31790,0,0.202000,0.072000,-0.051000,0,1645,43,-43,0,84.980,0.490,-0.490,0,,6572.00,83.00,-83.00,0,1.62,0.09,-0.09,0,1.38,0.04,-0.04,0,0.640,0.050,-0.056,0,-5.70925,243.75063,878.5210000,79.9230000,-67.7870000
HATS-4 b,HATS-4,b,1,1,Transit,2014,2014-08,HATSouth,0.18 m Takahashi Epsilon Astrograph,11.433,0.415,-0.415,0,420.47100,8.89900,-8.89900,0,1.550000,0.160000,-0.160000,0,1315,21,-21,0,88.500,0.600,-0.600,0,G,5403.00,50.00,-50.00,0,0.93,0.02,-0.02,0,1.00,0.02,-0.02,0,-0.187,0.032,-0.035,0,-17.44828,229.82471,416.4590000,2.7260000,-2.6910000
HATS-40 b,HATS-40,b,1,1,Transit,2018,2018-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,17.710,1.793,-1.345,0,505.34970,76.27920,-76.27920,0,0.490000,0.130000,-0.130000,0,2101,69,-69,0,85.800,1.800,-1.800,0,,6460.00,130.00,-130.00,0,2.26,0.18,-0.11,0,1.56,0.07,-0.07,0,0.903,0.075,-0.064,0,-14.90957,239.10180,1342.2900000,31.8000000,-30.3900000
HATS-41 b,HATS-41,b,1,1,Transit,2018,2018-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,14.908,3.251,-2.242,0,3082.95100,508.52800,-508.52800,0,5.100000,3.300000,-2.300000,0,1710,170,-120,0,80.400,2.300,-4.200,0,,6424.00,91.00,-91.00,0,1.71,0.36,-0.24,0,1.50,0.12,-0.08,0,0.653,0.166,-0.135,0,-11.43574,237.62132,737.6680000,14.2030000,-13.6850000
HATS-42 b,HATS-42,b,1,1,Transit,2018,2018-07,HATSouth,0.18 m Takahashi Epsilon Astrograph,15.693,2.802,-1.569,0,597.52040,47.67450,-47.67450,0,0.830000,0.280000,-0.280000,0,1856,105,-76,0,85.100,2.100,-2.100,0,,6060.00,120.00,-120.00,0,1.48,0.20,-0.12,0,1.27,0.07,-0.07,0,0.425,0.110,-0.084,0,-10.30432,245.35300,800.3770000,10.5330000,-10.2690000
HATS-43 b,HATS-43,b,1,1,Transit,2018,2018-03,HATSouth,0.18 m Takahashi Epsilon Astrograph,13.227,0.560,-0.560,0,82.95363,17.16282,-17.16282,0,0.191000,0.054000,-0.038000,0,1003,27,-27,0,89.240,0.290,-0.410,0,,5099.00,61.00,-61.00,0,0.81,0.03,-0.03,0,0.84,0.02,-0.02,0,-0.398,0.047,-0.053,0,-31.63293,234.24754,362.2730000,2.2590000,-2.2320000
HATS-44 b,HATS-44,b,1,1,Transit,2018,2018-03,HATSouth,0.18 m Takahashi Epsilon Astrograph,11.960,1.401,-0.796,0,177.98480,34.96130,-34.96130,0,0.560000,0.190000,-0.190000,0,1161,34,-34,0,84.650,0.380,-0.380,0,,5080.00,100.00,-100.00,0,0.85,0.04,-0.04,0,0.86,0.02,-0.02,0,-0.398,0.052,-0.059,0,-27.62676,232.00021,446.0350000,3.2410000,-3.1960000
HATS-45 b,HATS-45,b,1,1,Transit,2018,2018-03,HATSouth,0.18 m Takahashi Epsilon Astrograph,14.415,1.042,-1.042,0,222.48100,47.67450,-47.67450,0,0.410000,0.160000,-0.110000,0,1518,45,-45,0,85.610,0.420,-0.420,0,,6450.00,110.00,-110.00,0,1.32,0.06,-0.06,0,1.27,0.05,-0.05,0,0.425,0.055,-0.063,0,-10.52264,232.27915,772.1100000,11.3030000,-10.9870000
HATS-46 b,HATS-46,b,1,1,Transit,2018,2018-03,HATSouth,0.18 m Takahashi Epsilon Astrograph,10.122,0.650,-0.504,0,54.98459,19.70546,-19.70546,0,0.280000,0.120000,-0.120000,0,1054,29,-29,0,87.320,0.220,-0.310,0,,5495.00,69.00,-69.00,0,0.85,0.04,-0.03,0,0.92,0.03,-0.03,0,-0.230,0.049,-0.055,0,-60.47939,309.86547,453.8080000,3.9270000,-3.8610000
HATS-47 b,HATS-47,b,1,1,Transit,2020,2020-04,HATSouth,0.18 m Takahashi Epsilon Astrograph,12.520,0.157,-0.157,0,117.27927,9.85273,-6.67443,0,0.331000,0.027000,-0.027000,0,853,5,-5,0,87.080,0.061,-0.061,0,,4512.00,19.00,-19.00,0,0.66,0.01,-0.01,0,0.67,0.02,-0.01,0,-0.796,0.008,-0.009,0,-23.20563,347.51462,300.6700000,3.8530000,-3.7590000
HATS-48 A b,HATS-48 A,b,2,1,Transit,2020,2020-04,HATSouth,0.18 m Takahashi Epsilon Astrograph,8.967,0.168,-0.168,0,77.23269,6.99226,-9.53490,0,0.589000,0.067000,-0.067000,0,955,5,-5,0,89.580,0.180,-0.180,0,,4546.00,23.00,-18.00,0,0.72,0.00,0.00,0,0.73,0.01,-0.01,0,-0.709,0.009,-0.009,0,-26.03035,337.02981,263.6090000,1.6690000,-1.6490000
HATS-49 b,HATS-49,b,1,1,Transit,2020,2020-04,HATSouth,0.18 m Takahashi Epsilon Astrograph,8.575,0.146,-0.146,0,112.19399,12.07754,-8.58141,0,0.986000,0.094000,-0.094000,0,835,4,-4,0,88.270,0.160,-0.110,0,,4405.00,15.00,-15.00,0,0.70,0.01,-0.01,0,0.71,0.01,-0.01,0,-0.785,0.007,-0.007,0,-60.44212,309.95254,324.4130000,2.3870000,-2.3530000
HATS-5 b,HATS-5,b,1,1,Transit,2014,2014-06,HATSouth,0.18 m Takahashi Epsilon Astrograph,10.223,0.280,-0.280,0,75.32300,3.81400,-3.91400,0,0.390000,0.040000,-0.040000,0,1025,17,-17,0,89.300,0.300,-0.300,0,G,5304.00,50.00,-50.00,0,0.87,0.02,-0.02,0,0.94,0.03,-0.03,0,-0.268,0.031,-0.033,0,-40.50457,218.87313,246.3840000,1.7420000,-1.7190000
HATS-50 b,HATS-50,b,1,1,Transit,2017,2018-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,12.666,0.841,-0.841,0,123.95370,31.78300,-31.78300,0,0.330000,0.110000,-0.110000,0,,,,,87.540,0.660,-0.660,0,,5990.00,110.00,-110.00,0,1.12,0.06,-0.06,0,1.17,0.04,-0.04,0,0.143,0.067,-0.079,0,-26.21481,15.57751,756.7420000,16.9780000,-16.2610000
HATS-51 b,HATS-51,b,1,1,Transit,2017,2018-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,15.805,2.130,-2.130,0,244.09344,14.30235,-14.30235,0,0.340000,0.160000,-0.110000,0,1553,92,-92,0,87.100,1.600,-1.600,0,,5758.00,58.00,-58.00,0,1.44,0.18,-0.18,0,1.19,0.06,-0.06,0,0.310,0.102,-0.134,0,-12.80521,239.24083,389.5700000,3.9490000,-3.8720000
HATS-52 b,HATS-52,b,1,1,Transit,2017,2018-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,15.491,0.964,-0.964,0,711.93920,47.67450,-47.67450,0,1.060000,0.190000,-0.190000,0,1834,73,-73,0,84.700,1.100,-1.100,0,,6010.00,150.00,-150.00,0,1.05,0.06,-0.06,0,1.11,0.05,-0.05,0,0.068,0.075,-0.090,0,12.91685,258.64602,555.1340000,6.0570000,-6.0570000
HATS-53 b,HATS-53,b,1,1,Transit,2017,2018-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,15.020,0.628,-0.628,0,189.10885,28.28687,-28.28687,0,0.303000,0.055000,-0.055000,0,1312,25,-25,0,88.780,0.550,-0.550,0,,5644.00,94.00,-94.00,0,1.10,0.03,-0.02,0,0.96,0.04,-0.04,0,0.045,0.041,-0.045,0,27.09909,287.81848,585.7700000,8.5010000,-8.2650000
HATS-54 b,HATS-54,b,1,1,Transit,2019,2019-08,HATSouth,0.18 m Takahashi Epsilon Astrograph,11.377,0.269,-0.269,0,239.32479,18.11622,-18.11622,0,0.770000,0.160000,-0.160000,0,1429,24,-24,0,83.670,0.340,-0.340,0,G6 V,5621.00,70.00,-70.00,0,1.23,0.02,-0.02,0,1.05,0.05,-0.05,0,0.115,0.016,-0.019,0,17.83244,308.73080,748.5850000,22.6650000,-21.3920000
HATS-55 b,HATS-55,b,1,1,Transit,2019,2019-08,HATSouth,0.18 m Takahashi Epsilon Astrograph,14.022,0.291,-0.291,0,292.72143,24.15508,-24.15508,0,0.587000,0.062000,-0.062000,0,1367,10,-10,0,86.320,0.084,-0.084,0,,6214.00,36.00,-36.00,0,1.13,0.01,-0.01,0,1.20,0.01,-0.01,0,0.229,0.014,-0.014,0,-5.65081,247.00209,609.8380000,6.0990000,-5.9820000
HATS-56 b,HATS-56,b,1,1,Transit,2019,2019-08,HATSouth,0.18 m Takahashi Epsilon Astrograph,18.921,0.437,-0.616,0,191.33366,11.12405,-11.12405,0,0.155000,0.017000,-0.013000,0,1902,16,-16,0,83.290,0.210,-0.210,0,,6536.00,31.00,-31.00,0,2.20,0.04,-0.04,0,1.57,0.02,-0.02,0,0.898,0.017,-0.017,0,16.16540,293.75341,564.4090000,11.5130000,-11.0700000
HATS-57 b,HATS-57,b,1,1,Transit,2019,2019-08,HATSouth,0.18 m Takahashi Epsilon Astrograph,12.767,0.314,-0.314,0,1000.21101,23.20159,-23.20159,0,2.650000,0.210000,-0.210000,0,1413,10,-10,0,87.880,0.400,-0.400,0,,5587.00,19.00,-19.00,0,0.96,0.01,-0.01,0,1.03,0.02,-0.03,0,-0.094,0.010,-0.010,0,-45.29945,213.15118,279.4850000,3.1180000,-3.0500000
HATS-58 A b,HATS-58 A,b,2,1,Transit,2019,2019-08,HATSouth,0.18 m Takahashi Epsilon Astrograph,12.274,0.695,-0.695,0,327.36490,73.10090,-73.10090,0,0.960000,0.270000,-0.270000,0,1721,34,-34,0,85.690,0.330,-0.330,0,,7175.00,54.00,-54.00,0,1.43,0.06,-0.06,0,1.46,0.04,-0.04,0,0.689,0.039,-0.043,0,13.69998,298.83397,403.5910000,,
HATS-59 b,HATS-59,b,1,2,Transit,2018,2018-11,HATSouth,0.18 m Takahashi Epsilon Astrograph,12.621,0.863,-0.863,0,256.17098,21.93027,-21.93027,0,0.700000,0.160000,-0.160000,0,1128,40,-40,0,88.100,0.330,-0.330,0,,5670.00,91.00,-91.00,0,1.04,0.07,-0.07,0,1.04,0.04,-0.04,0,-0.004,0.065,-0.077,0,35.90172,276.98925,642.8840000,13.9400000,-13.3710000
HATS-59 c,HATS-59,c,1,2,Radial Velocity,2018,2018-11,HATSouth,0.18 m Takahashi Epsilon Astrograph,12.300,,,0,4036.44100,276.51210,-276.51210,0,11.900000,,,0,176,6,-6,0,,,,,,5670.00,91.00,-91.00,0,1.04,0.07,-0.07,0,1.04,0.04,-0.04,0,-0.004,0.065,-0.077,0,35.90172,276.98925,642.8840000,13.9400000,-13.3710000
HATS-6 b,HATS-6,b,1,1,Transit,2015,2015-05,HATSouth,0.18 m Takahashi Epsilon Astrograph,11.187,0.213,-0.213,0,101.38777,22.24810,-22.24810,0,0.399000,0.089000,-0.089000,0,713,5,-5,0,88.210,0.084,-0.084,0,M1 V,3724.00,18.00,-18.00,0,0.57,0.01,-0.01,0,0.57,0.02,-0.03,0,-1.100,0.006,-0.006,0,-21.24572,224.11351,169.3180000,1.0650000,-1.0510000
HATS-60 b,HATS-60,b,1,1,Transit,2018,2019-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,12.924,0.594,-0.594,0,210.40346,17.48065,-17.48065,0,0.537000,0.100000,-0.070000,0,1528,11,-11,0,86.280,0.350,-0.350,0,,5688.00,20.00,-20.00,0,1.46,0.02,-0.02,0,1.10,0.01,-0.02,0,0.300,0.014,-0.015,0,-58.32068,48.99978,486.4740000,8.5840000,-8.2960000
HATS-61 b,HATS-61,b,1,1,Transit,2018,2019-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,13.395,0.751,-0.751,0,1080.62200,44.49620,-44.49620,0,2.470000,0.440000,-0.440000,0,1226,7,-7,0,87.150,0.180,-0.180,0,,5542.00,21.00,-21.00,0,1.66,0.02,-0.02,0,1.08,0.01,-0.01,0,0.369,0.012,-0.012,0,-46.47071,222.08862,679.7610000,8.7320000,-8.5180000
HATS-62 b,HATS-62,b,1,1,Transit,2018,2019-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,11.825,0.280,-0.280,0,56.89157,,,0,0.076000,0.053000,-0.053000,0,1237,12,-12,0,87.920,0.350,-0.350,0,,5416.00,19.00,-13.00,0,0.93,0.02,-0.01,0,0.90,0.01,-0.01,0,-0.173,0.018,-0.012,0,-36.02854,21.44250,523.0670000,10.4260000,-10.0330000
HATS-63 b,HATS-63,b,1,1,Transit,2018,2019-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,13.529,0.437,-0.437,0,305.11680,38.13960,-38.13960,0,0.670000,0.110000,-0.110000,0,1398,9,-9,0,84.860,0.190,-0.190,0,,5627.00,18.00,-18.00,0,1.07,0.01,-0.01,0,0.93,0.02,-0.02,0,0.012,0.009,-0.009,0,-42.08891,227.56660,623.2320000,6.0920000,-5.9770000
HATS-64 b,HATS-64,b,1,1,Transit,2018,2019-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,18.820,0.908,-0.908,0,305.11680,63.56600,-63.56600,0,0.245000,0.068000,-0.050000,0,1793,27,-27,0,87.240,0.850,-0.850,0,,6554.00,27.00,-27.00,0,2.11,0.07,-0.07,0,1.56,0.03,-0.03,0,0.867,0.030,-0.032,0,16.52291,260.19288,1080.1500000,42.2500000,-39.2400000
HATS-65 b,HATS-65,b,2,1,Transit,2018,2019-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,16.825,0.560,-0.560,0,260.93843,26.37989,-26.37989,0,0.300000,0.039000,-0.039000,0,1634,18,-18,0,84.820,0.260,-0.260,0,,6277.00,30.00,-30.00,0,1.31,0.03,-0.03,0,1.26,0.03,-0.03,0,0.377,0.020,-0.021,0,-20.13798,12.40758,493.3200000,12.6190000,-12.0150000
HATS-66 b,HATS-66,b,1,1,Transit,2018,2019-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,15.816,0.942,-0.942,0,1694.03390,216.12440,-216.12440,0,2.340000,0.560000,-0.430000,0,1998,21,-21,0,87.060,0.920,-0.920,0,,6626.00,35.00,-35.00,0,1.84,0.04,-0.04,0,1.41,0.02,-0.02,0,0.767,0.020,-0.021,0,-15.84807,243.30951,1477.9800000,36.6000000,-34.9000000
HATS-67 b,HATS-67,b,1,1,Transit,2018,2019-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,18.887,0.527,-0.527,0,460.85350,38.13960,-38.13960,0,0.374000,0.047000,-0.047000,0,2193,22,-22,0,79.030,0.260,-0.260,0,,6594.00,33.00,-33.00,0,1.44,0.03,-0.03,0,1.44,0.02,-0.02,0,0.547,0.019,-0.020,0,15.84163,293.85557,960.1090000,24.0250000,-22.9000000
HATS-68 b,HATS-68,b,1,1,Transit,2018,2019-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,13.809,0.437,-0.325,0,410.00070,18.75197,-18.75197,0,0.856000,0.083000,-0.083000,0,1741,12,-12,0,83.210,0.190,-0.190,0,,6147.00,22.00,-22.00,0,1.75,0.03,-0.03,0,1.35,0.01,-0.01,0,0.592,0.014,-0.015,0,-58.18845,300.82877,603.9550000,10.3710000,-10.0340000
HATS-69 b,HATS-69,b,1,1,Transit,2018,2019-02,HATSouth,0.18 m Takahashi Epsilon Astrograph,10.593,0.247,-0.247,0,183.38791,,,0,0.460000,0.250000,-0.250000,0,1296,7,-7,0,88.490,0.550,-0.550,0,,5137.00,16.00,-16.00,0,0.88,0.01,-0.01,0,0.89,0.01,-0.02,0,-0.318,0.008,-0.008,0,-26.54746,335.64057,414.5370000,3.5450000,-3.4870000
HATS-7 b,HATS-7,b,1,1,Transit,2015,2015-11,HATSouth,0.18 m Takahashi Epsilon Astrograph,6.311,0.516,-0.381,0,38.13960,3.81396,-3.81396,0,0.830000,0.180000,-0.180000,0,1084,32,-32,0,87.920,0.750,-0.750,0,K2,4985.00,50.00,-50.00,0,0.82,0.05,-0.04,0,0.85,0.03,-0.03,0,-0.434,0.055,-0.047,0,39.24434,322.30706,240.7070000,1.6490000,-1.6280000
HATS-70 b,HATS-70,b,1,1,Transit,2019,2019-01,HATSouth,0.18 m Takahashi Epsilon Astrograph,15.513,0.886,-0.829,0,4100.00700,572.09400,-508.52800,0,6.640000,1.600000,-1.300000,0,2730,140,-160,0,86.700,1.600,-1.900,0,,7930.00,630.00,-820.00,0,1.88,0.06,-0.07,0,1.78,0.12,-0.12,0,1.079,0.164,-0.145,0,-8.84384,243.60243,1458.8300000,68.6000000,-62.8100000
HATS-71 b,HATS-71,b,1,1,Transit,2020,2020-06,HATSouth,0.18 m Takahashi Epsilon Astrograph,11.478,0.202,-0.202,0,117.59710,76.27920,-76.27920,0,0.420000,0.280000,-0.280000,0,587,2,-2,0,88.820,0.130,-0.130,0,M3 V,3405.00,10.00,-10.00,0,0.48,0.01,-0.01,0,0.49,0.01,-0.01,0,-1.560,0.010,-0.010,0,-55.32527,300.69263,140.2250000,0.8650000,-0.8550000
HATS-72 b,HATS-72,b,1,1,Transit,2020,2020-04,HATSouth,0.18 m Takahashi Epsilon Astrograph,8.097,0.036,-0.036,0,39.85588,1.23954,-1.23954,0,0.411000,0.015000,-0.010000,0,739,2,-2,0,89.560,0.070,-0.050,0,,4656.10,8.90,-8.90,0,0.72,0.00,0.00,0,0.73,0.00,0.00,0,-0.659,0.004,-0.004,0,-57.17082,43.77685,127.5890000,0.6140000,-0.6090000
